"title" "year" "length" "budget"
"Therapy Group" 2003 3 1000
"There Goes My Baby" 1994 110 10500000
"There's Always Vanilla" 1971 91 90000
"There's Something About Mary" 1998 134 23000000
"They" 2002 89 17000000
"They Call Him Sasquatch" 2003 100 1000000
"They Came to Cordura" 1959 123 4000000
"They Died with Their Boots On" 1941 140 2200000
"They Drive by Night" 1940 95 500000
"They Live" 1988 93 4000000
"Thief of Bagdad, The" 1924 139 2000000
"Thief of Hearts" 1984 100 9000000
"Thief, The" 2004 31 1000
"Thieves Like Us" 1974 123 800000
"Thin Line Between Love and Hate, A" 1996 108 8000000
"Thin Man Goes Home, The" 1945 100 1000000
"Thin Red Line, The" 1998 170 52000000
"Thing Called Love, The" 1993 116 14000000
"Thing, The" 1982 109 10000000
"Things to Do in Denver When You're Dead" 1995 115 8000000
"Thir13en Ghosts" 2001 87 20000000
"Thirteen" 2003 100 1500000
"Thirteen Conversations About One Thing" 2001 104 3000000
"Thirteen Days" 2000 145 80000000
"Thirteenth Floor, The" 1999 100 16000000
"This Divided State" 2005 88 10000
"This Is Elvis" 1981 144 5000000
"This Is Not a Love Story" 2002 81 1000000
"This Island Earth" 1955 87 800000
"This Love of Ours" 1945 90 2000000
"This Property Is Condemned" 1966 110 4000000
"This Space Between Us" 2000 98 1290000
"Thomas Crown Affair, The" 1968 102 4300000
"Thomas Crown Affair, The" 1999 113 48000000
"Thomas and the Magic Railroad" 2000 85 19000000
"Thoroughly Modern Millie" 1967 138 6000000
"Those Magnificent Men in Their Flying Machines, or How I Flew from London to Paris in 25 hours 11 minutes" 1965 138 5600000
"Three Barbecues: A Blackened Comedy" 2004 95 25000
"Three Bewildered People in the Night" 1987 92 5000
"Three Faces West" 1940 79 100000
"Three Fugitives" 1989 92 15000000
"Three Kings" 1999 114 48000000
"Three Little Pigs" 1933 8 15720
"Three Smart Girls" 1936 84 326000
"Three Stooges in Orbit, The" 1962 90 450000
"Three on a Meathook" 1972 80 20000
"Three to Tango" 1999 98 20000000
"Thrill Kill Jack in Hale Manor" 2000 80 10000
"Thunder Afloat" 1939 95 1000000
"Thunder in Guyana" 2003 50 150000
"Thunderball" 1965 130 9000000
"Thunderbirds" 2004 95 57000000
"Thunderbolt and Lightfoot" 1974 114 4000000
"Thunderpants" 2002 87 7000000
"Tickle Me" 1965 90 1480000
"Tigger Movie, The" 2000 77 20000000
"Tigre de Santa Julia, El" 2002 128 2000000
"Till the Clouds Roll by" 1946 132 2841000
"Tillie's Punctured Romance" 1914 82 50000
"Time Bandits" 1981 110 5000000
"Time Changer" 2002 95 825000
"Time Machine, The" 1960 89 750000
"Time Machine, The" 2002 96 80000000
"Time Out" 2004 19 45000
"Time Travelers, The" 1964 82 250000
"Time Walker" 1982 83 750000
"Time of Fear" 2002 88 800000
"Time to Kill, A" 1996 149 40000000
"Timecode" 2000 97 4000000
"Timeline" 2003 116 80000000
"Tin Cup" 1996 135 45000000
"Tin Men" 1987 110 11000000
"Tingler, The" 1959 82 250000
"Tis the Season" 1998 17 10000
"Titan A.E." 2000 94 75000000
"Titanic" 1997 194 200000000
"Titus Andronicus" 2000 167 16000
"To Catch a Thief" 1955 106 2500000
"To Die For" 1995 110 20000000
"To Kill a King" 2003 102 14300000
"To Kill a Mockingbird" 1962 129 2000000
"To Sir, with Love" 1967 105 640000
"Toast of New York, The" 1937 109 1072000
"Today Was Thursday" 2004 16 1000
"Tokyo Breakfast" 2001 6 25000
"Tom Horn" 1980 98 3000000
"Tom Jones" 1963 128 1000000
"Tomcats" 2001 95 11000000
"Tommy" 1975 111 5000000
"Tomorrow Never Dies" 1997 119 110000000
"Tong Man, The" 1919 50 350000
"Too Late Blues" 1961 103 375000
"Toolbox Murders, The" 1978 93 185000
"Tooth" 2004 91 12000000
"Top Banana" 1954 100 150000
"Top Dog" 1995 86 6000000
"Top Gun" 1986 110 15000000
"Top Hat" 1935 101 609000
"Topaz" 1969 143 4000000
"Topo, El" 1970 125 400000
"Tora! Tora! Tora!" 1970 144 25000000
"Torn Apart" 2004 84 1500000
"Torn Curtain" 1966 126 6000000
"Torque" 2004 81 40000000
"Torrent" 1926 88 250000
"Total Recall" 1990 113 65000000
"Touch of Evil" 1958 106 829000
"Touch, The" 2002 103 20000000
"Tough Guys Don't Dance" 1987 110 5000000
"Tovarich" 1937 98 1400000
"Tower of Evil" 1972 85 400000
"Towering Inferno, The" 1974 165 14000000
"Town & Country" 2001 104 90000000
"Toxic Avenger, Part II, The" 1989 96 2300000
"Toy Story" 1995 81 30000000
"Toy Story 2" 1999 92 90000000
"Track 29" 1988 90 5000000
"Tracks" 2002 92 1000000
"Trader Horn" 1931 122 1320000
"Traffic" 2000 147 48000000
"Traffic in Souls" 1913 88 5700
"Trafico, El" 2004 5 1000
"Trail of '98, The" 1928 87 2000000
"Train, The" 1964 133 6700000
"Training Day" 2001 120 45000000
"Trainspotting" 1996 94 3500000
"Trance" 1998 94 4000000
"Trancers" 1985 76 400000
"Trap, The" 1946 62 75000
"Trapeze" 1956 105 4000000
"Trapped" 1982 95 2000000
"Trapped" 2002 106 30000000
"Trash" 1970 110 25000
"Trauma" 1962 93 69000
"Trauma" 1993 106 7000000
"Travellers and Magicians" 2003 108 1800000
"Treasure Planet" 2002 95 140000000
"Treasure of the Sierra Madre, The" 1948 126 3800000
"Trees Lounge" 1996 95 1300000
"Trekkies" 1997 86 375000
"Tremors" 1990 96 10000000
"Tri istorii" 1997 109 500000
"Trial of Billy Jack, The" 1974 170 7800000
"Tribute" 1980 121 8400000
"Trigger Effect, The" 1996 94 8000000
"Triggermen" 2002 96 12000000
"Trio" 2003 102 1200000
"Triplettes de Belleville, Les" 2003 78 8000000
"Triumph of Love, The" 2001 112 5000000
"Trois" 2000 93 200000
"Trois 3: The Escort" 2004 95 1000000
"Trollywood" 2004 82 1000000
"Tromeo and Juliet" 1996 108 350000
"Tron" 1982 96 17000000
"Trona" 2004 63 5000
"Trotsky" 1993 98 1500000
"Trouble in Paradise" 1932 83 519706
"Trouble with Harry, The" 1955 99 1200000
"Trouble with Lou, The" 2001 85 90000
"Troy" 2004 162 185000000
"Truce, The" 2001 9 10000
"True" 1999 3 1000
"True Lies" 1994 141 100000000
"True Romance" 1993 121 12500000
"Truman Show, The" 1998 103 60000000
"Truth or Dare? - A Critical Madness" 1986 90 200000
"Tuck Everlasting" 2002 96 15000000
"Tucker: The Man and His Dream" 1988 110 25000000
"Tui shou" 1992 105 400000
"Tulse Luper Suitcases, Part 1: The Moab Story, The" 2003 127 10000000
"Tumbleweeds" 1925 82 312000
"Tumbleweeds" 1999 102 312000
"Tumbling Tumbleweeds" 1935 61 12500
"Tunnel Vision" 1976 95 250000
"Tunnel, Der" 2001 188 7100000
"Turetskii gambit" 2005 130 4000000
"Turkey Shoot" 1981 80 3200000
"Turn It Up" 2000 86 9000000
"Turning Paige" 2001 109 1000000
"Tusk" 1980 119 1500000
"Tuxedo, The" 2002 98 60000000
"Twelve Monkeys" 1995 129 29000000
"Twelve Steps Outside" 2002 88 25000
"Twice Today" 2001 80 40000
"Twilight People, The" 1973 84 150000
"Twilight Zone: The Movie" 1983 120 10000000
"Twilight's Last Gleaming" 1977 146 6200000
"Twin Falls Idaho" 1999 111 500000
"Twin Peaks: Fire Walk with Me" 1992 135 10000000
"Twin Town" 1997 99 3300000
"Twins" 1988 105 15000000
"Twist" 2003 97 350000
"Twister" 1996 113 92000000
"Two Can Play That Game" 2001 93 6000000
"Two Girls and a Guy" 1997 84 1000000
"Two Lords" 2002 8 2500
"Two Story House" 2003 14 3000
"Two Thousand Maniacs!" 1964 87 65000
"Two Weeks Notice" 2002 101 60000000
"Two for the Road" 1967 111 4000000
"Two-Faced Woman" 1941 90 316000
"Two-Lane Blacktop" 1971 105 850000
"U Turn" 1997 125 19000000
"U-571" 2000 116 62000000
"U.S. Marshals" 1998 131 60000000
"UFO: Target Earth" 1974 80 75000
"UHF" 1989 97 5000000
"Uccello dalle piume di cristallo, L'" 1970 96 500000
"Ulee's Gold" 1997 113 2700000
"Ultimo tango a Parigi" 1972 250 1250000
"Ulzana's Raid" 1972 105 1200000
"Uma Aventura do Zico" 1998 93 5300000
"Umanoide, L'" 1979 100 7000000
"UnConventional" 2004 99 50000
"Unbelievable Truth, The" 2003 9 3300
"Unbreakable" 2000 106 75000000
"Uncivilized" 1994 91 1000000
"Uncle Sam" 1997 89 2000000
"Uncle Tom's Cabin" 1927 144 1500000
"Unconquered" 1947 146 5000000
"Uncovered: The Whole Truth About the Iraq War" 2003 56 50000
"Undead, The" 1957 71 70000
"Under Siege" 1992 98 12000000
"Under Siege 2: Dark Territory" 1995 99 60000000
"Under Suspicion" 2000 111 25000000
"Under Two Flags" 1936 98 1500000
"Under the Rainbow" 1981 97 20000000
"Under the Skin" 1997 82 1000000
"Under the Tuscan Sun" 2003 113 18000000
"Undercover Brother" 2002 85 25000000
"Underneath" 1995 99 6500000
"Underwater City, The" 1962 78 350000
"Underwater!" 1955 105 3500000
"Undisputed" 2002 96 20000000
"Une chance sur deux" 1998 110 32000000
"Une femme est une femme" 1961 84 160000
"Unendliche Geschichte, Die" 1984 94 27000000
"Unfaithful" 2002 125 50000000
"Unforgettable" 1996 117 18000000
"Unforgiven, The" 1960 121 5000000
"Unholy Three, The" 1925 86 103000
"Union Pacific" 1939 135 1000000
"Union in Wait, A" 2001 45 15000
"Universal Soldier" 1992 99 23000000
"University Heights" 2004 95 10000
"Unmade Beds" 1997 95 1000000
"Unsaid, The" 2001 108 22000000
"Unstoppable" 2004 96 15000000
"Untold, The" 2002 92 3000000
"Untouchables, The" 1987 119 25000000
"Up 'n' Under" 1998 99 1000000
"Up Close & Personal" 1996 124 60000000
"Up in Arms" 1944 106 2000000
"Upside of Anger, The" 2005 118 13200000
"Upstairs Neighbour, The" 1994 90 100000
"Uptown Saturday Night" 1974 104 3000000
"Urban Ghost Story" 1998 82 300000
"Urban Legend" 1998 99 14000000
"Urban Legends: Final Cut" 2000 97 15000000
"Urban Relics" 1998 96 500000
"Urbania" 2000 106 225000
"Usher" 2004 91 55000
"Usual Suspects, The" 1995 106 6000000
"Utomlyonnye solntsem" 1994 132 2800000
"V leru" 1999 92 250000
"V.D." 1961 91 1000
"V.I.P.s, The" 1963 120 4000000
"Vacant Lot" 2000 108 75000
"Vakvagany" 2002 86 20000
"Valence Theory" 2004 94 100000
"Valentine" 2001 96 10000000
"Valley Girl" 1983 99 350000
"Valley of Decision, The" 1945 119 2160000
"Valley of the Dolls" 1967 123 5000000
"Vampire in Brooklyn" 1995 100 14000000
"Vampires" 1998 106 20000000
"Van Helsing" 2004 132 160000000
"Van Wilder" 2002 94 6000000
"Vanilla Sky" 2001 136 68000000
"Vanishing Point, The" 1998 14 2000
"Vanity Fair" 2004 141 23000000
"Varsity Blues" 1999 100 16000000
"Vatel" 2000 125 36000000
"Vault, The" 2005 87 100000
"Veer-Zaara" 2004 192 7000000
"Velocity of Gary, The" 1998 100 4000000
"Velvet and Rat Skins" 2003 6 2000
"Vendetta" 1950 83 4000000
"Venus in Furs" 1967 65 8500
"Vera Cruz" 1954 95 3000000
"Veronica Guerin" 2003 92 17000000
"Veronika's Birthday" 2004 39 15000
"Versace Murder, The" 1998 91 4000000
"Vertical Limit" 2000 124 75000000
"Vertigo" 1958 129 2479000
"Very Bad Things" 1998 100 10000000
"Very Brady Sequel, A" 1996 90 15000000
"Vicious Sweet, The" 1997 90 3000
"Victim, The" 2004 16 15000
"Victoria para chino" 2004 13 12000
"Victory Through Air Power" 1943 65 788000
"Videodrome" 1983 89 5952000
"View to a Kill, A" 1985 131 30000000
"Vikings, The" 1958 114 5000000
"Village of the Damned" 1960 77 200000
"Village of the Damned" 1995 99 7000000
"Village, The" 2004 108 60000000
"Vindicator, The" 1986 93 4210000
"Violon rouge, Le" 1998 140 10000000
"Virgin Suicides, The" 1999 90 6000000
"Virginian, The" 1929 91 425000
"Virtuosity" 1995 106 30000000
"Visage, The" 2003 40 60000
"Visceral Matter" 1997 48 60000
"Viva Sapato!" 2002 94 1000000
"Viva Villa!" 1934 110 1022000
"Vivacious Lady" 1938 90 703000
"Vivre sa vie: Film en douze tableaux" 1962 85 64000
"Vixen!" 1968 70 76000
"Vizontele" 2001 110 2500000
"Vizontele Tuuba" 2004 111 3000000
"Voditel dlya Very" 2004 105 3300000
"Voice Inside, The" 2001 13 1000
"Voice in the Wind, A" 1944 85 50000
"Volcano" 1997 104 90000000
"Voodoo Woman" 1957 75 65000
"Vor" 1997 110 2000000
"Vortex" 1983 90 80000
"Voyna i mir" 1968 390 100000000
"W pustyni i w puszczy" 2001 111 4200000
"Wag the Dog" 1997 97 15000000
"Wait Until Dark" 1967 107 4000000
"Waiting for Guffman" 1996 84 4000000
"Waiting to Exhale" 1995 127 15000000
"Wake of the Red Witch" 1948 106 1200343
"Waking Ned" 1998 92 3000000
"Walk Don't Walk" 2001 60 5000000
"Walk in the Clouds, A" 1995 102 20000000
"Walk in the Sun, A" 1945 117 800000
"Walk on the Moon, A" 1999 105 14000000
"Walk to Remember, A" 2002 101 11000000
"Walker" 1987 95 5800000
"Walking Across Egypt" 1999 100 4500000
"Walking Dead, The" 1936 66 217000
"Walking Tall" 1973 125 500000
"Walking Tall" 2004 87 56000000
"Walking and Talking" 1996 86 1000000
"Wall Street" 1987 125 15000000
"War Effort, The" 2003 106 15000
"War Hunt" 1962 83 300000
"War Is Hell" 1963 81 47000
"War Lord, The" 1965 123 3500000
"War and Peace" 1956 208 6000000
"War of the Worlds, The" 1953 85 2000000
"WarGames" 1983 114 12000000
"Warlock" 1989 90 7000000
"Warlock: The Armageddon" 1993 98 3000000
"Warm December, A" 1973 99 3000000
"Warning, The" 2004 9 6500
"Warriors of Virtue" 1997 101 35000000
"Wash, The" 2001 93 4000000
"Wasp Woman, The" 1960 73 50000
"Watcher, The" 2000 97 33000000
"Waterborne" 2005 120 198000
"Waterboy, The" 1998 90 23000000
"Waterloo Bridge" 1931 81 251289
"Waterworld" 1995 176 175000000
"Way Down East" 1920 145 700000
"Way Out West" 1930 71 20000
"Way of the Gun, The" 2000 120 9000000
"Way of the Vampire" 2005 90 1000000
"Wayward Son" 1999 96 7700000
"We Don't Live Here Anymore" 2004 101 3000000
"We Were Soldiers" 2002 143 75000000
"We Were Strangers" 1949 106 900000
"We're No Angels" 1955 106 1685000
"We're No Angels" 1989 106 20000000
"Weapon of Mass Destruction" 2004 81 25000
"Wedding Advice: Speak Now or Forever Hold Your Peace" 2002 57 150000
"Wedding Date, The" 2005 90 15000000
"Wedding March, The" 1928 113 1000000
"Wedding Party, The" 1969 92 43000
"Wedding Planner, The" 2001 103 35000000
"Wedding Toast, The" 2003 30 22000
"Wednesday Afternoon" 2004 24 40000
"Weed: Or, A Cancer in the Community" 2003 15 4750
"Week End" 1967 105 250000
"Weekend of Shadows" 1978 95 500000
"Weight of Water, The" 2000 113 16000000
"Welcome Danger" 1929 115 979828
"Welcome to Collinwood" 2002 86 12000000
"Welcome to Mooseport" 2004 117 26000000
"Welcome to Sarajevo" 1997 103 9000000
"Welcome to the Dollhouse" 1995 88 800000
"Well, The" 1997 101 3000000
"Wells Fargo" 1937 97 1500000
"Werewolf" 1996 99 350000
"Wesley Cash" 2004 73 20000
"West Bank Story" 2005 20 74000
"West Beyrouth" 1998 105 800000
"West Side Story" 1961 151 6000000
"Westerner, The" 1940 100 2000000
"Westward Ho" 1935 61 35000
"What Did You Do in the War, Daddy?" 1966 116 7000000
"What Dreams May Come" 1998 113 85000000
"What Ever Happened to Baby Jane?" 1962 135 980000
"What Happened Was..." 1994 91 120000
"What Is Funny?" 2004 10 30000
"What Lies Beneath" 2000 130 90000000
"What Planet Are You From?" 2000 104 50000000
"What Price Glory" 1926 116 360000
"What Price Hollywood?" 1932 88 411676
"What Women Want" 2000 127 65000000
"What a Girl Wants" 2003 105 20000000
"What's Eating Gilbert Grape" 1993 118 11000000
"What's the Worst That Could Happen?" 2001 97 45000000
"Whatever It Takes" 2000 94 15000000
"When Harry Met Sally..." 1989 96 16000000
"When Strangers Marry" 1944 67 50000
"When Time Ran Out..." 1980 143 20000000
"When Tyrants Kiss" 2004 93 4000
"When Worlds Collide" 1951 83 936000
"When Zachary Beaver Came to Town" 2003 85 3000000
"When a Stranger Calls" 1979 97 740000
"Where the Heart Is" 2000 120 15000000
"Where the Money Is" 2000 89 18000000
"Where's Marlowe?" 1998 97 3500000
"Which Way Is Up?" 1977 94 3200000
"While You Were Sleeping" 1995 103 17000000
"Whipped" 2000 82 3000000
"Whisky" 2004 99 500000
"Whispering Chorus, The" 1918 86 72500
"Whistlin' Dixie" 2004 19 5000
"White Like Me" 2004 15 40000
"White Mischief" 1987 107 5300000
"White Oleander" 2002 109 16000000
"White Rose, The" 1923 100 650000
"White Squall" 1996 129 38000000
"White Star" 1983 92 100000
"White Zombie" 1932 67 50000
"Who Framed Roger Rabbit" 1988 99 70000000
"Who's Afraid of Virginia Woolf?" 1966 131 7000000
"Who's That Knocking at My Door" 1967 90 75000
"Whole" 2003 55 50000
"Whole Nine Yards, The" 2000 98 24000000
"Whole Ten Yards, The" 2004 98 40000000
"Whole Wide World, The" 1996 111 1300000
"Wholey Moses" 2003 22 67000
"Why We Had to Kill Bitch" 2003 82 15000
"Wicked Spring" 2002 102 500000
"Wicker Park" 2004 114 30000000
"Wide Asleep" 2002 19 6000
"Wide Awake" 1998 88 7000000
"Wild Angels, The" 1966 93 360000
"Wild Bunch, The" 1969 179 6000000
"Wild Gals of the Naked West" 1962 65 26000
"Wild Geese, The" 1978 134 10000000
"Wild Guitar" 1962 92 30000
"Wild Horse" 1931 77 60000
"Wild Orchids" 1929 100 322000
"Wild Ride, The" 1960 88 30000
"Wild Things" 1998 115 20000000
"Wild Thornberrys Movie, The" 2002 85 35000000
"Wild Wild West" 1999 107 170000000
"Wild at Heart" 1990 124 9500000
"Wild in the Streets" 1968 94 1000000
"Wilde" 1997 118 10000000
"Willard" 2003 100 22000000
"Willow" 1988 126 35000000
"Willy Wonka & the Chocolate Factory" 1971 100 3000000
"Wilson" 1944 154 4000000
"Wimbledon" 2004 98 31000000
"Win a Date with Tad Hamilton!" 2004 95 24000000
"Wind River" 1998 97 5500000
"Wind and the Lion, The" 1975 119 4000000
"Windtalkers" 2002 153 115000000
"Wing Commander" 1999 96 30000000
"Wings" 1927 141 800000
"Winning New Hampshire" 2004 45 15000
"Winter Kills" 1979 97 6500000
"Winter Solstice" 2000 30 25000
"Winterlude" 2005 95 35000
"Wise Guys" 1986 100 13000000
"Wisegirls" 2002 96 11000000
"Wishcraft" 2002 97 5000000
"Wishmaster" 1997 90 5000000
"Witchboard" 1986 98 2000000
"Witchboard III: The Possession" 1995 93 2000000
"Witchcraft V: Dance with the Devil" 1993 94 1000000
"Within the Woods" 1978 32 1600
"Without Limits" 1998 117 25000000
"Without a Paddle" 2004 95 19000000
"Witness" 1985 112 12000000
"Witness for the Prosecution" 1957 118 3000000
"Wizard of Gore, The" 1970 95 60000
"Wizard of Mars, The" 1965 85 33000
"Wizard of Oz, The" 1939 112 2777000
"Wizards" 1977 80 1200000
"Wo hu cang long" 2000 120 15000000
"Wolf" 1994 125 70000000
"Wolf Creek" 2005 95 1000000
"Wolf Man, The" 1941 70 180000
"Woman of Affairs, A" 1928 98 383000
"Woman of Paris, A" 1923 93 351000
"Woman on Top" 2000 92 8000000
"Women Talking Dirty" 1999 97 5000000
"Women in Love" 1969 131 1600000
"Wonder" 2001 31 40000
"Wonder Boys" 2000 111 35000000
"Wong Fei-hung chi saiwik hung si" 1997 102 12000000
"Woo" 1998 84 13000000
"Wood, The" 1999 102 6000000
"Woodstock" 1970 216 600000
"Word Universe: A Journey to West Africa, The" 1995 91 25000
"Words and Music" 1948 120 2799970
"Work and the Glory, The" 2004 118 7500000
"Work and the Story, The" 2003 77 103000
"Working Man, The" 1933 78 199000
"World Is Not Enough, The" 1999 128 135000000
"World Traveler" 2001 103 2000000
"World's Finest" 2004 3 12000
"Wounded Hearts" 2002 93 50000
"Wraith, The" 1986 93 2700000
"Writer's Block" 2003 23 1200
"Wrong Man, The" 1956 105 1200000
"Wyatt Earp" 1994 212 63000000
"X" 1963 79 250000
"X Files, The" 1998 121 66000000
"X-Men" 2000 104 75000000
"X2" 2003 133 110000000
"Xanadu" 1980 93 20000000
"Yard Sale" 2004 103 800000
"Yards, The" 2000 115 20000000
"Yazi tura" 2004 102 10000
"Yearling, The" 1946 128 4000000
"Yellow Bird" 2001 30 100000
"Yentl" 1983 132 12000000
"Yerma" 1999 118 1670000
"Yes and" 2004 92 5000
"Yes, Giorgio" 1982 110 19000000
"Yesil isik" 2002 111 1500000
"Ying xiong" 2002 93 30000000
"Yo Alien" 2002 95 100000
"Yo puta" 2004 76 6000000
"Yolanda and the Thief" 1945 110 2443322
"You Are Here" 2004 91 100000
"You Better Watch Out" 1980 95 750000
"You Can Count on Me" 2000 111 1200000
"You Can't Take It with You" 1938 126 1644736
"You Got Served" 2004 95 8000000
"You Only Live Once" 1937 86 575000
"You Only Live Twice" 1967 117 9500000
"You're a Big Boy Now" 1966 96 800000
"You've Got Mail" 1998 119 65000000
"Young Americans" 2004 15 40000
"Young Americans, The" 1993 104 3000000
"Young Frankenstein" 1974 106 2800000
"Young Gentlemen" 2004 24 30000
"Young Guns" 1988 102 13000000
"Young Mr. Lincoln" 1939 100 1500000
"Young Racers, The" 1963 84 150000
"Young Sherlock Holmes" 1985 109 18000000
"Young Stranger, The" 1957 84 350000
"Your Face" 1987 3 2000
"Your Friends & Neighbors" 1998 100 5000000
"Yours, Mine and Ours" 1968 111 2500000
"Yume" 1990 119 12000000
"Zabriskie Point" 1970 95 7000000
"Zar Gul" 1995 140 1700000
"Zardoz" 1974 105 1000000
"Zephyr" 2003 28 28000
"Zero Effect" 1998 116 5000000
"Ziegfeld Follies" 1946 110 3240816
"Zimmer Feri" 1998 97 500000
"Zivot je cudo" 2004 155 8000000
"Zohar" 1993 116 800000
"Zombies of the Stratosphere" 1952 167 176357
"Zoo Radio" 1990 90 100000
"Zookeeper, The" 2001 108 6000000
"Zoolander" 2001 89 28000000
"Zvezda" 2002 97 1300000
"Zzyzx" 2005 90 1000000
"xXx" 2002 132 85000000
"xXx: State of the Union" 2005 101 87000000
